FID;cod_aldeia;nome_aldeia;cod_ti;cod_municipio;data_cadastro;flag_ativo;nome_cr;the_geom;nommunic;nomuf;undadm_codigo;coord_lat;coord_long
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f75;2694;ACAPURI;101;1301605;26/07/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-66.7397583333 -2.67946944444);Fonte Boa;Amazonas;30202001857;-267946944;-6673975833
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f74;1729;ACAPURI DE CIMA;101;1301605;09/05/2018;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-66.8177861111 -2.67227777778);Fonte Boa;Amazonas;30202001857;-267227778;-6681778611
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f73;3789;ACAPURI DE CIMA;101;1302306;01/04/2019;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-66.816902777778 -2.6722361111111);Jutaí;Amazonas;30202001857;-267223611;-6681690278
aldeias_pontos.fid--75d69c06_18603bad6f5_-1392;3790;PINHEIRO;101;1301605;01/04/2019;A;COORDENACAO REGIONAL DO ALTO SOLIMOES;POINT (-67.020741666667 -2.7134638888889);Fonte Boa;Amazonas;30202001857;-271346389;-6702074167
aldeias_pontos.fid--75d69c06_18603bad6f5_-1606;1653;MORADA NOVA;201;1302405;25/04/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-66.08885 -7.79410277778);Lábrea;Amazonas;30202001878;-779410278;-6608885
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b9f;3545;CASTANHEIRA;401;1303502;25/10/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-67.0656527778 -7.63284722222);Pauini;Amazonas;30202001878;-763284722;-6706565278
aldeias_pontos.fid--75d69c06_18603bad6f5_-1658;3544;MIPIRI;401;1303502;25/10/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-66.9482277778 -7.66736666667);Pauini;Amazonas;30202001878;-766736667;-6694822778
aldeias_pontos.fid--75d69c06_18603bad6f5_-1558;3548;NOVA ESPERANÇA;401;1303502;25/10/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-66.9617527778 -7.59195);Pauini;Amazonas;30202001878;-759195;-6696175278
aldeias_pontos.fid--75d69c06_18603bad6f5_-11a3;3546;SÃO FRANCISCO;401;1303502;25/10/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-67.0765416667 -7.63361944444);Pauini;Amazonas;30202001878;-763361944;-6707654167
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f47;3460;Aguas Belas;501;2925501;16/10/2018;A;COORDENACAO REGIONAL DO SUL DA BAHIA;POINT (-39.2541138889 -16.9336805556);Prado;Bahia;30202001990;-1693368056;-3925411389
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f6e;2992;ACONÃ;601;2709202;03/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.9433833333 -10.0702166667);Traipu;Alagoas;30202001969;-1007021667;-3694338333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a20;2983;GRAMADINHO;701;4204202;03/09/2018;A;COORDENACAO REGIONAL INTERIOR DO SUL;POINT (-52.5628361111 -27.2054);Chapecó;Santa Catarina;30202002088;-272054;-5256283611
aldeias_pontos.fid--75d69c06_18603bad6f5_-130d;2984;PRAIA BONITA;701;4204202;03/09/2018;A;COORDENACAO REGIONAL INTERIOR DO SUL;POINT (-52.5655416667 -27.2283361111);Chapecó;Santa Catarina;30202002088;-2722833611;-5256554167
aldeias_pontos.fid--75d69c06_18603bad6f5_-18c4;3072;KAAJARY;801;5000609;05/09/2018;A;COORDENACAO REGIONAL DE PONTA PORA;POINT (-55.2138888889 -23.1805555556);Amambai;Mato Grosso do Sul;30202002018;-2318055556;-5521388889
aldeias_pontos.fid--75d69c06_18603bad6f5_-1779;3073;LIMÃO VERDE;801;5000609;05/09/2018;A;COORDENACAO REGIONAL DE PONTA PORA;POINT (-55.2077416667 -23.1869666667);Amambai;Mato Grosso do Sul;30202002018;-2318696667;-5520774167
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ea5;4388;Aldeia Velha;901;2925303;21/06/2021;A;COORDENACAO REGIONAL DO SUL DA BAHIA;POINT (-39.0856472222 -16.4771805556);Porto Seguro;Bahia;30202001990;-1647718056;-3908564722
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f01;4282;Aldeia Iwyter;1001;1506559;29/10/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9866938889 -1.86195694444);Santa Luzia do Pará;Pará;30202001906;-186195694;-4698669389
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e5e;3720;Anoirá;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.535075 -2.62106666667);Paragominas;Pará;30202001906;-262106667;-46535075
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e24;3712;Araruna;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.635 -2.67392777778);Paragominas;Pará;30202001906;-267392778;-46635
aldeias_pontos.fid--75d69c06_18603bad6f5_-1d64;3718;Bate Vento;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.4829083333 -2.53329166667);Paragominas;Pará;30202001906;-253329167;-4648290833
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c28;3147;Cajueiro;1001;1505502;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.6964833333 -2.74296666667);Paragominas;Pará;30202001906;-274296667;-4669648333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1be1;3141;Canindé;1001;1505502;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.5027222222 -2.55574722222);Paragominas;Pará;30202001906;-255574722;-4650272222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b5c;3140;Cocalzinho;1001;1505502;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.4370166667 -2.50613055556);Paragominas;Pará;30202001906;-250613056;-4643701667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a88;3745;Faveira;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.5869305556 -2.63942222222);Paragominas;Pará;30202001906;-263942222;-4658693056
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a62;3722;Floriano;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.6014444444 -2.6441);Paragominas;Pará;30202001906;-26441;-4660144444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a51;3138;Frasqueira;1001;1506559;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-47.0018027778 -1.86076111111);Santa Luzia do Pará;Pará;30202001906;-186076111;-4700180278
aldeias_pontos.fid--75d69c06_18603bad6f5_-19f1;5043;Herekohaw;1001;1506559;18/11/2022;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9413888889 -1.775);Santa Luzia do Pará;Pará;30202001906;-1775;-4694138889
aldeias_pontos.fid--75d69c06_18603bad6f5_-19c7;3716;Igarapé Grande;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.6394166667 -2.78997777778);Paragominas;Pará;30202001906;-278997778;-4663941667
aldeias_pontos.fid--75d69c06_18603bad6f5_-19b8;3719;Ikatu;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.5073611111 -2.61564722222);Paragominas;Pará;30202001906;-261564722;-4650736111
aldeias_pontos.fid--75d69c06_18603bad6f5_-1975;3738;Itahu;1001;1506559;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9144166667 -1.96174444444);Santa Luzia do Pará;Pará;30202001906;-196174444;-4691441667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1965;3731;Itaputyre;1001;1506559;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-47.0070333333 -1.85634722222);Santa Luzia do Pará;Pará;30202001906;-185634722;-4700703333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1962;4220;Itawá;1001;1506559;16/07/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9565277778 -1.88708333333);Santa Luzia do Pará;Pará;30202001906;-188708333;-4695652778
aldeias_pontos.fid--75d69c06_18603bad6f5_-195c;3133;Itwaçu;1001;1506559;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9668722222 -1.79042222222);Santa Luzia do Pará;Pará;30202001906;-179042222;-4696687222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1940;3741;Jacaré;1001;1506559;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9800722222 -1.82486666667);Santa Luzia do Pará;Pará;30202001906;-182486667;-4698007222
aldeias_pontos.fid--75d69c06_18603bad6f5_-18c3;3725;Ka`a Kyr;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.71285 -2.75845833333);Paragominas;Pará;30202001906;-275845833;-4671285
aldeias_pontos.fid--75d69c06_18603bad6f5_-18c2;3728;Kaapiterp;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.6966916667 -2.74884722222);Paragominas;Pará;30202001906;-274884722;-4669669167
aldeias_pontos.fid--75d69c06_18603bad6f5_-1829;4273;Koyaká;1001;1505502;28/10/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.6850277778 -2.86230555556);Paragominas;Pará;30202001906;-286230556;-4668502778
aldeias_pontos.fid--75d69c06_18603bad6f5_-1705;3724;Mangueira;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.6413611111 -2.85220555556);Paragominas;Pará;30202001906;-285220556;-4664136111
aldeias_pontos.fid--75d69c06_18603bad6f5_-15ad;4270;Nazatyw;1001;1505502;28/10/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.7247777778 -2.73575);Paragominas;Pará;30202001906;-273575;-4672477778
aldeias_pontos.fid--75d69c06_18603bad6f5_-15ac;4271;Nazatyw;1001;1505502;28/10/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.7247777778 -2.73575);Paragominas;Pará;30202001906;-273575;-4672477778
aldeias_pontos.fid--75d69c06_18603bad6f5_-1475;3729;Pakotyw;1001;1506559;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9831222222 -1.85068333333);Santa Luzia do Pará;Pará;30202001906;-185068333;-4698312222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1383;3134;Pirá;1001;1506559;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9663277778 -1.81378611111);Santa Luzia do Pará;Pará;30202001906;-181378611;-4696632778
aldeias_pontos.fid--75d69c06_18603bad6f5_-12e3;3723;Pyahu;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.6771277778 -2.87711666667);Paragominas;Pará;30202001906;-287711667;-4667712778
aldeias_pontos.fid--75d69c06_18603bad6f5_-12db;3736;Pynawa;1001;1506559;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.8979916667 -1.82013611111);Santa Luzia do Pará;Pará;30202001906;-182013611;-4689799167
aldeias_pontos.fid--75d69c06_18603bad6f5_-1139;3136;São Pedro;1001;1506559;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9814333333 -1.84493888889);Santa Luzia do Pará;Pará;30202001906;-184493889;-4698143333
aldeias_pontos.fid--75d69c06_18603bad6f5_-10e7;4218;Sede;1001;1506559;16/07/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9761388889 -1.80013888889);Santa Luzia do Pará;Pará;30202001906;-180013889;-4697613889
aldeias_pontos.fid--75d69c06_18603bad6f5_-107e;3713;Suçuarana;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.6847388889 -2.73118333333);Paragominas;Pará;30202001906;-273118333;-4668473889
aldeias_pontos.fid--75d69c06_18603bad6f5_-1007;3137;Tawari;1001;1506559;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-47.0122222222 -1.86605555556);Santa Luzia do Pará;Pará;30202001906;-186605556;-4701222222
aldeias_pontos.fid--75d69c06_18603bad6f5_-fe3;3144;Tekohaw;1001;1505502;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.5535166667 -2.62591388889);Paragominas;Pará;30202001906;-262591389;-4655351667
aldeias_pontos.fid--75d69c06_18603bad6f5_-fb6;4272;Thiré;1001;1505502;28/10/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.6934166667 -2.83619444444);Paragominas;Pará;30202001906;-283619444;-4669341667
aldeias_pontos.fid--75d69c06_18603bad6f5_-f80;3714;Três Furos;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.6001805556 -2.81956666667);Paragominas;Pará;30202001906;-281956667;-4660018056
aldeias_pontos.fid--75d69c06_18603bad6f5_-f47;4221;Tupã;1001;1506559;16/07/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9475333333 -1.76633611111);Santa Luzia do Pará;Pará;30202001906;-176633611;-4694753333
aldeias_pontos.fid--75d69c06_18603bad6f5_-ea4;3715;Wahutyw;1001;1505502;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.6273222222 -2.80685277778);Paragominas;Pará;30202001906;-280685278;-4662732222
aldeias_pontos.fid--75d69c06_18603bad6f5_-e52;4219;Yahu;1001;1506559;16/07/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9704055556 -1.82045277778);Santa Luzia do Pará;Pará;30202001906;-182045278;-4697040556
aldeias_pontos.fid--75d69c06_18603bad6f5_-e49;3132;Yarape Ywazu;1001;1506559;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9385555556 -1.76894444444);Santa Luzia do Pará;Pará;30202001906;-176894444;-4693855556
aldeias_pontos.fid--75d69c06_18603bad6f5_-e32;3734;Ypydjon;1001;1506559;26/03/2019;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.9556166667 -1.76834166667);Santa Luzia do Pará;Pará;30202001906;-176834167;-4695561667
aldeias_pontos.fid--75d69c06_18603bad6f5_-e21;4222;Ywyting;1001;1505502;16/07/2020;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-46.63875 -2.78258333333);Paragominas;Pará;30202001906;-278258333;-4663875
aldeias_pontos.fid--75d69c06_18603bad6f5_-e1a;3139;Zawara-Uhú;1001;1506559;06/09/2018;A;COORDENACAO REGIONAL DO BAIXO TOCANTINS;POINT (-47.0052666667 -1.87828055556);Santa Luzia do Pará;Pará;30202001906;-187828056;-4700526667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f8f;3399;AÇAI;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.0536333333 0.204025);São Gabriel da Cachoeira;Amazonas;30202001885;204025;-6805363333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f28;4722;Aldeia Ananás;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.3053722222 0.00984722222222);São Gabriel da Cachoeira;Amazonas;30202001885;984722;-6830537222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f1c;4723;Aldeia Carauatana;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.8391111111 0.143836111111);São Gabriel da Cachoeira;Amazonas;30202001885;14383611;-6783911111
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f19;4724;Aldeia Colinas;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.0098027778 0.117797222222);São Gabriel da Cachoeira;Amazonas;30202001885;11779722;-6900980278
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f16;4726;Aldeia Corocoró;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.6215972222 0.0423333333333);São Gabriel da Cachoeira;Amazonas;30202001885;4233333;-6862159722
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f15;4725;Aldeia Coró Coró dos Uapés;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.6874638889 0.116366666667);São Gabriel da Cachoeira;Amazonas;30202001885;11636667;-6768746389
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f03;4728;Aldeia Ipanoré;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.64485 0.304308333333);São Gabriel da Cachoeira;Amazonas;30202001885;30430833;-6864485
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ef7;4729;Aldeia Matapi do Tiquié;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.6850055556 0.0295722222222);São Gabriel da Cachoeira;Amazonas;30202001885;2957222;-6868500556
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ef6;4730;Aldeia Matapi Monte Alegre;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.1727 0.0394694444444);São Gabriel da Cachoeira;Amazonas;30202001885;3946944;-681727
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ee4;4731;Aldeia Ponta de Pacu;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.7707166667 0.148969444444);São Gabriel da Cachoeira;Amazonas;30202001885;14896944;-6777071667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eda;4732;Aldeia Santa Terezinha;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.5295416667 0.565547222222);São Gabriel da Cachoeira;Amazonas;30202001885;56554722;-6852954167
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ed6;4733;Aldeia São Pedro;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.8192388889 0.141661111111);São Gabriel da Cachoeira;Amazonas;30202001885;14166111;-6781923889
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eb0;4734;Aldeia Sussuaca;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.2362555556 0.236255555556);São Gabriel da Cachoeira;Amazonas;30202001885;23625556;-6823625556
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ea7;4735;Aldeia Uoriri;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.9447111111 0.175313888889);São Gabriel da Cachoeira;Amazonas;30202001885;17531389;-6794471111
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ea6;4727;Aldeia Urubuquara;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.6690555556 0.303619444444);São Gabriel da Cachoeira;Amazonas;30202001885;30361944;-6866905556
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ea3;4736;Aldeia Vila Nova;1101;1303809;18/03/2022;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.8999861111 0.0902527777778);São Gabriel da Cachoeira;Amazonas;30202001885;9025278;-6889998611
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e79;3407;AMBAÚBA;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.9072527778 1.29083888889);São Gabriel da Cachoeira;Amazonas;30202001885;129083889;-6790725278
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e69;3258;ANCHIETA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.9303444444 0.556494444444);São Gabriel da Cachoeira;Amazonas;30202001885;55649444;-6993034444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e3c;3219;ARACU;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.8663777778 1.61368611111);São Gabriel da Cachoeira;Amazonas;30202001885;161368611;-6886637778
aldeias_pontos.fid--75d69c06_18603bad6f5_-1d4b;3279;BELA VISTA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.8081055556 0.215330555556);São Gabriel da Cachoeira;Amazonas;30202001885;21533056;-6980810556
aldeias_pontos.fid--75d69c06_18603bad6f5_-1d47;3405;BELÉM;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.0690444444 1.38698888889);São Gabriel da Cachoeira;Amazonas;30202001885;138698889;-6806904444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c1e;3245;CAJU LAGO;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.437725 0.694677777778);São Gabriel da Cachoeira;Amazonas;30202001885;69467778;-69437725
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c13;3224;CAMARÃO;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.7012666667 1.29393611111);São Gabriel da Cachoeira;Amazonas;30202001885;129393611;-6870126667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1bec;3410;CANARA POÇO;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.5474944444 1.05940555556);São Gabriel da Cachoeira;Amazonas;30202001885;105940556;-6754749444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1beb;3412;CANARA PUÇA;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.5462611111 0.810191666667);São Gabriel da Cachoeira;Amazonas;30202001885;81019167;-6754626111
aldeias_pontos.fid--75d69c06_18603bad6f5_-1baf;3225;CARURU;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.9100944444 1.26586111111);São Gabriel da Cachoeira;Amazonas;30202001885;126586111;-6891009444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b9b;3406;CASTELO BRANCO;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.9527861111 1.36233611111);São Gabriel da Cachoeira;Amazonas;30202001885;136233611;-6795278611
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b88;3243;CERRINHO;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.3484222222 0.616486111111);São Gabriel da Cachoeira;Amazonas;30202001885;61648611;-6934842222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b87;3286;CERRINHO I;1101;1303809;14/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.0088222222 0.116608333333);São Gabriel da Cachoeira;Amazonas;30202001885;11660833;-6900882222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b6f;3395;CIGARRO;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.7552583333 0.337938888889);São Gabriel da Cachoeira;Amazonas;30202001885;33793889;-6875525833
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b3d;3268;CORAÇÃO DE MARIA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.8757805556 0.267208333333);São Gabriel da Cachoeira;Amazonas;30202001885;26720833;-6987578056
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b1d;3404;CUIARI;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.1835472222 1.49420555556);São Gabriel da Cachoeira;Amazonas;30202001885;149420556;-6818354722
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b1b;3227;CUIUBI;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1692055556 0.950363888889);São Gabriel da Cachoeira;Amazonas;30202001885;95036389;-6916920556
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b0f;3403;CUNURI I;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.50465 0.0911416666667);São Gabriel da Cachoeira;Amazonas;30202001885;9114167;-6750465
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ad7;3233;DOM BOSCO;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1235583333 0.630788888889);São Gabriel da Cachoeira;Amazonas;30202001885;63078889;-6912355833
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a89;3282;FÁTIMA I;1101;1303809;14/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.6079722222 0.142530555556);São Gabriel da Cachoeira;Amazonas;30202001885;14253056;-6960797222
aldeias_pontos.fid--75d69c06_18603bad6f5_-199b;3397;IPANORÉ;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.6428138889 0.303047222222);São Gabriel da Cachoeira;Amazonas;30202001885;30304722;-6864281389
aldeias_pontos.fid--75d69c06_18603bad6f5_-198b;3228;IRÁ;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1840333333 0.9025);São Gabriel da Cachoeira;Amazonas;30202001885;9025;-6918403333
aldeias_pontos.fid--75d69c06_18603bad6f5_-195d;3242;ITUIM;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.2936972222 0.602169444444);São Gabriel da Cachoeira;Amazonas;30202001885;60216944;-6929369722
aldeias_pontos.fid--75d69c06_18603bad6f5_-1952;3284;JABU;1101;1303809;14/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.7439 0.0453888888889);São Gabriel da Cachoeira;Amazonas;30202001885;4538889;-687439
aldeias_pontos.fid--75d69c06_18603bad6f5_-194f;3277;JABUTI;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.9704027778 0.22715);São Gabriel da Cachoeira;Amazonas;30202001885;22715;-6997040278
aldeias_pontos.fid--75d69c06_18603bad6f5_-191c;3409;JAQUIRANA;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.5964444444 1.07009166667);São Gabriel da Cachoeira;Amazonas;30202001885;107009167;-6759644444
aldeias_pontos.fid--75d69c06_18603bad6f5_-18f7;3391;JIBARI;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.9986 0.435702777778);São Gabriel da Cachoeira;Amazonas;30202001885;43570278;-689986
aldeias_pontos.fid--75d69c06_18603bad6f5_-18d6;3229;JUQUIRA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1328416667 0.865266666667);São Gabriel da Cachoeira;Amazonas;30202001885;86526667;-6913284167
aldeias_pontos.fid--75d69c06_18603bad6f5_-18d5;3387;JUQUIRA I;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1531138889 0.432869444444);São Gabriel da Cachoeira;Amazonas;30202001885;43286944;-6915311389
