FID;cod_aldeia;nome_aldeia;cod_ti;cod_municipio;data_cadastro;flag_ativo;nome_cr;the_geom;nommunic;nomuf;undadm_codigo;coord_lat;coord_long
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ca8;3033;BREJINHO;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.6781972222 -8.31910555556);Pesqueira;Pernambuco;30202001969;-831910556;-3667819722
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c70;3026;CABO DO CANTO;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.8733527778 -8.34977222222);Pesqueira;Pernambuco;30202001969;-834977222;-3687335278
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c42;3030;CAETANO;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7186805556 -8.30453055556);Pesqueira;Pernambuco;30202001969;-830453056;-3671868056
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c37;3040;CAIMBA VELHA;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.6697916667 -8.28113333333);Pesqueira;Pernambuco;30202001969;-828113333;-3666979167
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c35;3020;CAIPE;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7519 -8.30871388889);Pesqueira;Pernambuco;30202001969;-830871389;-367519
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c23;3025;CAJUEIRO;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.8297388889 -8.35914166667);Pesqueira;Pernambuco;30202001969;-835914167;-3682973889
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c1c;3038;CALDEIRÃO;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7123777778 -8.27619444444);Pesqueira;Pernambuco;30202001969;-827619444;-3671237778
aldeias_pontos.fid--75d69c06_18603bad6f5_-1bf1;3027;CANA BRAVA;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7161055556 -8.33472777778);Pesqueira;Pernambuco;30202001969;-833472778;-3671610556
aldeias_pontos.fid--75d69c06_18603bad6f5_-1bf0;3034;CANA BRAVA II;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.6839444444 -8.30661388889);Pesqueira;Pernambuco;30202001969;-830661389;-3668394444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b6e;3024;CIMBRES;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.8303666667 -8.34118611111);Pesqueira;Pernambuco;30202001969;-834118611;-3683036667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b2f;3021;COURO DANTAS;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7616277778 -8.31790277778);Pesqueira;Pernambuco;30202001969;-831790278;-3676162778
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b06;3017;CURRAL VELHO;50801;2611200;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7821416667 -8.27317222222);Poção;Pernambuco;30202001969;-827317222;-3678214167
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a28;3031;GITÓ;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7073722222 -8.30696944444);Pesqueira;Pernambuco;30202001969;-830696944;-3670737222
aldeias_pontos.fid--75d69c06_18603bad6f5_-16a8;3023;MASCARENHA;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7922388889 -8.338425);Pesqueira;Pernambuco;30202001969;-8338425;-3679223889
aldeias_pontos.fid--75d69c06_18603bad6f5_-1692;3037;MATINHA OU OITI;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7172694444 -8.28839722222);Pesqueira;Pernambuco;30202001969;-828839722;-3671726944
aldeias_pontos.fid--75d69c06_18603bad6f5_-1452;3039;PÃO DE AÇUCAR;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.6941194444 -8.27725277778);Pesqueira;Pernambuco;30202001969;-827725278;-3669411944
aldeias_pontos.fid--75d69c06_18603bad6f5_-13ba;3018;PELADA;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7839333333 -8.292225);Pesqueira;Pernambuco;30202001969;-8292225;-3678393333
aldeias_pontos.fid--75d69c06_18603bad6f5_-13b8;3036;PENDURADO;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7242583333 -8.29506944444);Pesqueira;Pernambuco;30202001969;-829506944;-3672425833
aldeias_pontos.fid--75d69c06_18603bad6f5_-1299;3019;RIACHO DO BOI;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.8043666667 -8.31214722222);Pesqueira;Pernambuco;30202001969;-831214722;-3680436667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1277;3035;ROÇADINHO;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.6435722222 -8.31086111111);Pesqueira;Pernambuco;30202001969;-831086111;-3664357222
aldeias_pontos.fid--75d69c06_18603bad6f5_-11ff;3029;SANTANA;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.7313361111 -8.31450833333);Pesqueira;Pernambuco;30202001969;-831450833;-3673133611
aldeias_pontos.fid--75d69c06_18603bad6f5_-116a;3032;SÃO JOSE;50801;2610905;04/09/2018;A;COORDENACAO REGIONAL NORDESTE I;POINT (-36.6980166667 -8.33648888889);Pesqueira;Pernambuco;30202001969;-833648889;-3669801667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f3b;2360;AJARANI I;50901;1400282;17/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.0198416667 1.88836111111);Iracema;Roraima;30202001955;188836111;-6201984167
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f3a;2366;AJARANI II;50901;1400209;17/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-61.9823694444 1.90199722222);Caracaraí;Roraima;30202001955;190199722;-6198236944
aldeias_pontos.fid--75d69c06_18603bad6f5_-1f39;2249;AJURICABA;50901;1300409;25/06/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.6416666667 0.891666666667);Barcelos;Amazonas;30202001955;89166667;-6264166667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ed4;1081;Aldeia Sem Nome;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.062 1.4648);Barcelos;Amazonas;30202001955;14648;-64062
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ed3;1083;Aldeia Sem Nome;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.0067 1.417666667);Barcelos;Amazonas;30202001955;141766667;-640067
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ed2;1177;Aldeia Sem Nome;50901;1303601;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-65.320505127 0.61570961600006);Santa Isabel do Rio Negro;Amazonas;30202001955;61570962;-6532050513
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ed1;1082;Aldeia Sem Nome;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.18885 1.4377666670001);Barcelos;Amazonas;30202001955;143776667;-6418885
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ed0;1105;Aldeia Sem Nome;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.170451664 3.835031734);Amajari;Roraima;30202001955;383503173;-6417045166
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ecf;1159;Aldeia Sem Nome;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.315889874 3.5236191860001);Amajari;Roraima;30202001955;352361919;-6231588987
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ece;1160;Aldeia Sem Nome;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.483344443 3.8014212580001);Amajari;Roraima;30202001955;380142126;-6248334444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ecd;1161;Aldeia Sem Nome;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.522605549 3.8265543150001);Amajari;Roraima;30202001955;382655432;-6252260555
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ecc;1182;Aldeia Sem Nome;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.418285337 4.0381748070001);Amajari;Roraima;30202001955;403817481;-6441828534
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ecb;1158;Aldeia Sem Nome;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.398278711 3.6281667540001);Amajari;Roraima;30202001955;362816675;-6239827871
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eca;893;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.700073577 2.869477411);Alto Alegre;Roraima;30202001955;286947741;-6370007358
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ec9;894;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.690550012 2.861016679);Alto Alegre;Roraima;30202001955;286101668;-6369055001
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ec8;895;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.770034661 2.785440984);Alto Alegre;Roraima;30202001955;278544098;-6377003466
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ec7;898;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.721373921 2.8610044490001);Alto Alegre;Roraima;30202001955;286100445;-6372137392
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ec6;899;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.763171799 2.885559437);Alto Alegre;Roraima;30202001955;288555944;-637631718
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ec5;1089;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.668606922 2.709218805);Alto Alegre;Roraima;30202001955;27092188;-6266860692
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ec4;1076;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.7095305556 2.67939444444);Alto Alegre;Roraima;30202001955;267939444;-6370953056
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ec3;1085;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.908 3.2907500000001);Alto Alegre;Roraima;30202001955;329075;-63908
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ec2;1074;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.746983333 2.6870500000001);Alto Alegre;Roraima;30202001955;268705;-6374698333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ec1;1068;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.546616667 2.7245833330001);Alto Alegre;Roraima;30202001955;272458333;-6354661667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ec0;1069;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.554666667 2.726866667);Alto Alegre;Roraima;30202001955;272686667;-6355466667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ebf;1162;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.5018666667 2.67541944444);Alto Alegre;Roraima;30202001955;267541944;-6350186667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ebe;1170;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.498295429 2.766203529);Alto Alegre;Roraima;30202001955;276620353;-6349829543
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ebd;1171;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.515071518 2.738490191);Alto Alegre;Roraima;30202001955;273849019;-6351507152
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ebc;1071;Aldeia Sem Nome;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.568883333 2.685233333);Alto Alegre;Roraima;30202001955;268523333;-6356888333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ebb;1165;Aldeia Sem Nome;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.472005879 2.6972946880001);Iracema;Roraima;30202001955;269729469;-6347200588
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eba;1166;Aldeia Sem Nome;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.47156635 2.705034449);Iracema;Roraima;30202001955;270503445;-6347156635
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eb9;1168;Aldeia Sem Nome;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.458699494 2.7846790890001);Iracema;Roraima;30202001955;278467909;-6345869949
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eb8;1169;Aldeia Sem Nome;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.459397321 2.7781876760001);Iracema;Roraima;30202001955;277818768;-6345939732
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eb7;1167;Aldeia Sem Nome;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.4720694444 2.71587777778);Iracema;Roraima;30202001955;271587778;-6347206944
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eb6;1164;Aldeia Sem Nome;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.4670111111 2.68082222222);Iracema;Roraima;30202001955;268082222;-6346701111
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eb5;1163;Aldeia Sem Nome;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.4698083333 2.68885833333);Iracema;Roraima;30202001955;268885833;-6346980833
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eb4;1090;Aldeia Sem Nome;50901;1400308;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-61.78770635 2.49165874);Mucajaí;Roraima;30202001955;249165874;-6178770635
aldeias_pontos.fid--75d69c06_18603bad6f5_-1eb3;1087;Aldeia Sem Nome;50901;1400308;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.387836668 2.7771498080001);Mucajaí;Roraima;30202001955;277714981;-6238783667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e8e;2367;ALTO CATRIMANI;50901;1400282;17/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.0048805556 2.37543611111);Iracema;Roraima;30202001955;237543611;-6300488056
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e87;1088;ALTO MUCAJAI;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.220193954 2.766035613);Alto Alegre;Roraima;30202001955;276603561;-6222019395
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e81;1099;AmahikÉ¨;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.734303106 1.972535293);Barcelos;Amazonas;30202001955;197253529;-6373430311
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e6e;1154;Ananariu;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.0471694444 1.37023611111);Barcelos;Amazonas;30202001955;137023611;-6304716944
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e53;980;Apiahikt;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.612409959 1.8173299920001);Barcelos;Amazonas;30202001955;181732999;-6361240996
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e47;1032;Araca;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.5922555556 1.17190833333);Barcelos;Amazonas;30202001955;117190833;-6359225556
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e41;1045;Aracaca;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.676659975 3.7899999680001);Amajari;Roraima;30202001955;378999997;-6367665997
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e35;948;ArakohwithÃ™u;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.526314952 2.7596170410001);Alto Alegre;Roraima;30202001955;275961704;-6352631495
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e2b;1023;Arapusi;50901;1303601;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.738528213 1.073074288);Santa Isabel do Rio Negro;Amazonas;30202001955;107307429;-6473852821
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e27;1047;Ararai;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.734000039 2.7200000170001);Alto Alegre;Roraima;30202001955;272000002;-6373400004
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e22;900;Arasiki;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.5822888889 2.85031111111);Alto Alegre;Roraima;30202001955;285031111;-6358228889
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e21;911;Aratha u;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.779085981 3.158900015);Alto Alegre;Roraima;30202001955;315890001;-6377908598
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e0c;1027;Ariabu;50901;1303601;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-66.1081166667 0.629533333333);Santa Isabel do Rio Negro;Amazonas;30202001955;62953333;-6610811667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e0a;1021;Arikato u;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.2008638889 3.22546388889);Alto Alegre;Roraima;30202001955;322546389;-6320086389
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e07;944;Arimau;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.633616682 2.6842167130001);Alto Alegre;Roraima;30202001955;268421671;-6363361668
aldeias_pontos.fid--75d69c06_18603bad6f5_-1de5;921;Auaris;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.49171671 4.003983303);Amajari;Roraima;30202001955;40039833;-6449171671
aldeias_pontos.fid--75d69c06_18603bad6f5_-1de2;963;Auwi u;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.346944454 2.923333311);Alto Alegre;Roraima;30202001955;292333331;-6334694445
aldeias_pontos.fid--75d69c06_18603bad6f5_-1db0;2361;BAIXO CATRIMANE;50901;1400209;17/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.1747 1.07139444444);Caracaraí;Roraima;30202001955;107139444;-621747
aldeias_pontos.fid--75d69c06_18603bad6f5_-1dae;2362;BAIXO MUCAJAI;50901;1400050;17/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.0140055556 2.74413055556);Alto Alegre;Roraima;30202001955;274413056;-6201400556
aldeias_pontos.fid--75d69c06_18603bad6f5_-1dab;1055;Balaio;50901;1303601;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-65.200472218 0.32299996000006);Santa Isabel do Rio Negro;Amazonas;30202001955;32299996;-6520047222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1da8;2365;BALAWAU;50901;1300409;17/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.6235638889 1.80699166667);Barcelos;Amazonas;30202001955;180699167;-6362356389
aldeias_pontos.fid--75d69c06_18603bad6f5_-1d2e;1056;Bicho AÃ¾u;50901;1303601;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-65.121041033 -0.31546197799997);Santa Isabel do Rio Negro;Amazonas;30202001955;-31546198;-6512104103
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c9a;2352;BUDU;50901;1400050;16/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.2474194444 3.31937222222);Alto Alegre;Roraima;30202001955;331937222;-6324741944
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c8a;1086;Buritis;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.224552884 2.777977675);Alto Alegre;Roraima;30202001955;277797767;-6222455288
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c5f;1172;Cachoeira do AracÃ¡;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.882289127 0.89617489300002);Barcelos;Amazonas;30202001955;89617489;-6388228913
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c57;1033;Cachoeirinha;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.51019997 3.818169972);Amajari;Roraima;30202001955;381816997;-6251019997
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c4f;1064;Cachoeirinha Jurubeba;50901;1400209;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-61.472896667 2.007196111);Caracaraí;Roraima;30202001955;200719611;-6147289667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1c4e;1063;Cachoeirinha/posto;50901;1400209;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-61.393107871 2.011550519);Caracaraí;Roraima;30202001955;201155052;-6139310787
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b97;979;Ceara yano;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.652563823 2.8339374130001);Alto Alegre;Roraima;30202001955;283393741;-6365256382
aldeias_pontos.fid--75d69c06_18603bad6f5_-1aef;2350;DEMINI;50901;1300409;16/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.8209888889 1.51560833333);Barcelos;Amazonas;30202001955;151560833;-6282098889
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ad2;1157;Edson Yano;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.326635698 1.578907099);Barcelos;Amazonas;30202001955;15789071;-633266357
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ad0;1109;Ehereximapi u;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.719516951 2.410490607);Iracema;Roraima;30202001955;241049061;-6371951695
aldeias_pontos.fid--75d69c06_18603bad6f5_-1ac4;2353;ERICÓ;50901;1400027;16/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.3980888889 3.6357);Amajari;Roraima;30202001955;36357;-6239808889
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a93;932;Etewexipi;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.818440057 1.6271305770001);Barcelos;Amazonas;30202001955;162713058;-6381844006
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a4d;926;Fuduaduinha;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.479733334 3.999800017);Amajari;Roraima;30202001955;399980002;-6447973333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a37;1111;Gasolina;50901;1303601;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.840375779 1.1011983820001);Santa Isabel do Rio Negro;Amazonas;30202001955;110119838;-6484037578
aldeias_pontos.fid--75d69c06_18603bad6f5_-19ff;1014;Haiau;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.486666682 2.525555533);Iracema;Roraima;30202001955;252555553;-6348666668
aldeias_pontos.fid--75d69c06_18603bad6f5_-19fe;2348;HAKOMA;50901;1400050;16/07/2018;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.5749083333 2.71935833333);Alto Alegre;Roraima;30202001955;271935833;-6357490833
aldeias_pontos.fid--75d69c06_18603bad6f5_-19fd;1127;Hakopa;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.881538911 2.597118655);Alto Alegre;Roraima;30202001955;259711866;-6388153891
aldeias_pontos.fid--75d69c06_18603bad6f5_-19fa;1019;Hatyanai;50901;1400308;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-61.76702468 2.50158241);Mucajaí;Roraima;30202001955;250158241;-6176702468
aldeias_pontos.fid--75d69c06_18603bad6f5_-19f8;927;HÃ¤wÃ¤ma;50901;1400027;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.231100008 4.0273000250001);Amajari;Roraima;30202001955;402730003;-6423110001
aldeias_pontos.fid--75d69c06_18603bad6f5_-19f7;937;HawarihixapopÃ™u;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.327371457 1.884381773);Iracema;Roraima;30202001955;188438177;-6232737146
aldeias_pontos.fid--75d69c06_18603bad6f5_-19f6;933;HÃµwaxi;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-64.034916699 1.526200026);Barcelos;Amazonas;30202001955;152620003;-640349167
aldeias_pontos.fid--75d69c06_18603bad6f5_-19f5;973;Haxiu;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.7459333333 2.66895833333);Alto Alegre;Roraima;30202001955;266895833;-6374593333
aldeias_pontos.fid--75d69c06_18603bad6f5_-19f4;1139;Hehu/Arahana;50901;1400209;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.138778057 1.7527725730001);Caracaraí;Roraima;30202001955;175277257;-6213877806
aldeias_pontos.fid--75d69c06_18603bad6f5_-19f3;1097;HemarapÉ¨wei;50901;1300409;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.8286972222 1.07946111111);Barcelos;Amazonas;30202001955;107946111;-6282869722
aldeias_pontos.fid--75d69c06_18603bad6f5_-19f2;1011;Heramapi;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.9769888889 2.37448611111);Iracema;Roraima;30202001955;237448611;-6297698889
aldeias_pontos.fid--75d69c06_18603bad6f5_-19f0;1091;Herepi;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-62.1861361111 3.16376388889);Alto Alegre;Roraima;30202001955;316376389;-6218613611
aldeias_pontos.fid--75d69c06_18603bad6f5_-19ee;903;Herou;50901;1400282;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.203 2.59647222222);Iracema;Roraima;30202001955;259647222;-63203
aldeias_pontos.fid--75d69c06_18603bad6f5_-19eb;988;Hixoa - Kunemari;50901;1400050;14/03/2017;A;COORDENACAO REGIONAL DE RORAIMA;POINT (-63.8713916667 2.58733055556);Alto Alegre;Roraima;30202001955;258733056;-6387139167
